Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
152015	ROPN1B	ropporin, rhophilin associated protein 1B	NM_001012337	NP_001012337.1	ENSG00000114547	chr3:127173587 - 127184853	acrosome reaction;cAMP-dependent protein kinase regulator activity;cell-cell adhesion;cytokinesis;cytoplasm;flagellum;fusion of sperm to egg plasma membrane;integral to membrane;outer membrane;porin activity;protein heterodimerization activity;protein homodimerization activity;receptor signaling complex scaffold activity;Rho protein signal transduction;signal transduction;sperm motility;spermatogenesis	Protein Kinase
83853	ROPN1L	ropporin 1-like	NM_031916	NP_114122.2	ENSG00000145491	chr5:10495279 - 10518059	integral to membrane;outer membrane;porin activity	Protein Kinase
4919	ROR1	receptor tyrosine kinase-like orphan receptor 1	NM_005012, NM_001083592	NP_005003.2, NP_001077061.1	ENSG00000185483	chr1:64012676 - 64417126	ATP binding;cytoplasm;integral to plasma membrane;kinase activity;nucleotide binding;plasma membrane;protein amino acid phosphorylation;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
4920	ROR2	receptor tyrosine kinase-like orphan receptor 2	NM_004560	NP_004551.2	ENSG00000169071	chr9:93525764 - 93752066	ATP binding;cartilage condensation;cell differentiation;embryonic genitalia morphogenesis;integral to plasma membrane;JNK cascade;membrane;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein binding;receptor activity;signal transduction;skeletal development;somitogenesis;transferase activity;transmembrane receptor protein tyrosine kinase activity;Wnt receptor signaling pathway, calcium modulating pathway	Wnt,  Protein Kinase,  Tyrosine Kinase
6095	RORA	RAR-related orphan receptor A	NM_002943, NM_134261, NM_134262, NM_134260	NP_002934.1, NP_599023.1, NP_599024.1, NP_599022.1	ENSG00000069667	chr15:58576945 - 58706865	metal ion binding;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;signal transduction;steroid hormone receptor activity;transcription;transcription factor activity;zinc ion binding	Tumor Suppressor
6098	ROS1	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	NM_002944	NP_002935.2	ENSG00000047936	chr6:117716347 - 117853512	ATP binding;integral to membrane;membrane;membrane fraction;nucleotide binding;protein amino acid phosphorylation;receptor activity;signal transduction;sodium:potassium-exchanging ATPase complex;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Futreal et al 2004,  Mitelman 2000,  Protein Kinase,  Stability,  Tyrosine Kinase,  Entrez Query:Oncogene,  Translocation
6117	RPA1	replication protein A1, 70kDa	NM_002945	NP_002936.1	ENSG00000132383	chr17:1680137 - 1747219	DNA binding;DNA recombination;DNA repair;DNA replication factor A complex;DNA-dependent DNA replication;metal ion binding;nucleus;protein binding;single-stranded DNA binding;zinc ion binding	Stability
6118	RPA2	replication protein A2, 32kDa	NM_002946	NP_002937.1	ENSG00000117748	chr1:28091260 - 28113541	DNA replication factor A complex;DNA-dependent DNA replication;nucleic acid binding;nucleus;protein binding;single-stranded DNA binding	Stability
84268	RPAIN	RPA interacting protein	NM_001033002	NP_001028174.1	ENSG00000129197	chr17:5264254 - 5276615	metal ion binding;nucleus;zinc ion binding	Stability
6121	RPE65	retinal pigment epithelium-specific protein 65kDa	NM_000329	NP_000320.1	ENSG00000116745	chr1:68668046 - 68688176	membrane;protein binding;regulation of rhodopsin gene activity;response to stimulus;retinal metabolic process;visual perception	Stability
6134	RPL10	ribosomal protein L10	NM_006013	NP_006004.2	ENSG00000147403	chrX:153280135 - 153280528	cytosolic large ribosomal subunit (sensu Eukaryota);endoplasmic reticulum;intracellular;ribosome;structural constituent of ribosome;translation	Tumor Suppressor
6135	RPL11	ribosomal protein L11	NM_000975	NP_000966.2	ENSG00000142676	chr1:23890900 - 23895450	cytosolic large ribosomal subunit (sensu Eukaryota);intracellular;nucleolus;protein binding;protein targeting;ribosome;rRNA binding;structural constituent of ribosome;translation	Stability
6146	RPL22	ribosomal protein L22	NM_000983	NP_000974.1	ENSG00000116251	chr1:6169318 - 6182220	cytosolic large ribosomal subunit (sensu Eukaryota);heparin binding;intracellular;ribosome;RNA binding;structural constituent of ribosome;translation	Futreal et al 2004,  Translocation
6156	RPL30	ribosomal protein L30	NM_000989	NP_000980.1	ENSG00000156482	chr8:99123204 - 99126771	cytosolic large ribosomal subunit (sensu Eukaryota);intracellular;ribosome;RNA binding;structural constituent of ribosome;translation	TNF_alpha_NF_kB
6124	RPL4	ribosomal protein L4	NM_000968	NP_000959.2	ENSG00000174444	chr15:64578798 - 64584182	cytosolic large ribosomal subunit (sensu Eukaryota);intracellular;protein binding;ribosome;RNA binding;structural constituent of ribosome;translation	TNF_alpha_NF_kB
6130	RPL7A	ribosomal protein L7a	NM_000972	NP_000963.1	ENSG00000148303	chr9:135204919 - 135208042	cytosolic large ribosomal subunit (sensu Eukaryota);intracellular;membrane fraction;polysomal ribosome;ribosome;ribosome biogenesis and assembly;RNA binding;structural constituent of ribosome;translation	Entrez Query:Oncogene
6184	RPN1	ribophorin I	NM_002950	NP_002941.1	ENSG00000163902	chr3:129821943 - 129852333	dolichyl-diphosphooligosaccharide-protein glycotransferase activity;endoplasmic reticulum;integral to membrane;membrane;oligosaccharyl transferase complex;protein amino acid glycosylation;protein amino acid N-linked glycosylation via asparagine;RNA binding;rough endoplasmic reticulum membrane;transferase activity	Futreal et al 2004,  Mitelman 2000,  Translocation
6204	RPS10	ribosomal protein S10	NM_001014	NP_001005.1	ENSG00000124614	chr6:34493260 - 34500976	cytosolic small ribosomal subunit (sensu Eukaryota);ribonucleoprotein complex;RNA binding;structural constituent of ribosome;translation	Mitelman 2000
6205	RPS11	ribosomal protein S11	NM_001015	NP_001006.1	ENSG00000142534	chr19:54691525 - 54694704	cytosolic large ribosomal subunit (sensu Eukaryota);cytosolic small ribosomal subunit (sensu Eukaryota);intracellular;ribosome;rRNA binding;structural constituent of ribosome;translation	TNF_alpha_NF_kB
6207	RPS13	ribosomal protein S13	NM_001017	NP_001008.1	ENSG00000110700	chr11:17052555 - 17055764	cytosolic small ribosomal subunit (sensu Eukaryota);intracellular;protein binding;ribosome;RNA binding;structural constituent of ribosome;translation	TNF_alpha_NF_kB
51065	RPS27L	ribosomal protein S27-like	NM_015920	NP_057004.1	ENSG00000185088	chr15:61233283 - 61236657	biological_process;cellular_component;intracellular;metal ion binding;molecular_function;ribosome;structural constituent of ribosome;translation;zinc ion binding	Stability
6235	RPS29	ribosomal protein S29	NM_001032, NM_001030001	NP_001023.1, NP_001025172.1	ENSG00000125385	chr14:49114279 - 49122814	cytosolic small ribosomal subunit (sensu Eukaryota);intracellular;metal ion binding;protein binding;ribosome;RNA binding;structural constituent of ribosome;translation;zinc ion binding	Tumor Suppressor
6188	RPS3	ribosomal protein S3	NM_001005	NP_000996.2	ENSG00000149273	chr11:74788239 - 74793557	cytoplasm;cytosolic small ribosomal subunit (sensu Eukaryota);intracellular;protein binding;RNA binding;structural constituent of ribosome;translation	Stability
6195	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	NM_001006665, NM_002953	NP_001006666.1, NP_002944.2	ENSG00000117676	chr1:26744978 - 26773279	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;signal transduction;transferase activity	EGFR1,  Kit Receptor,  Hahn and Weinberg 2002,  Protein Kinase,  Stability
6196	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	NM_001006932, NM_021135	NP_001006933.1, NP_066958.2	ENSG00000071242	chr6:166746239 - 167195648	ATP binding;magnesium ion binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	EGFR1,  Hahn and Weinberg 2002,  Protein Kinase
6197	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	NM_004586	NP_004577.1	ENSG00000177189	chrX:20083436 - 20194671	ATP binding;central nervous system development;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;signal transduction;skeletal development;transferase activity	EGFR1,  Hahn and Weinberg 2002,  Protein Kinase
8986	RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4	NM_003942, NM_001006944	NP_003933.1, NP_001006945.1	ENSG00000162302	chr11:63883283 - 63895528	ATP binding;magnesium ion binding;mitogen-activated protein kinase p38 binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;ribosomal protein S6 kinase activity;transferase activity	Protein Kinase
9252	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	NM_004755, NM_182398	NP_004746.2, NP_872198.1	ENSG00000100784	chr14:90408170 - 90596531	ATP binding;catalytic activity;epidermal growth factor receptor signaling pathway;histone phosphorylation;magnesium ion binding;metallopeptidase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;proteolysis;regulation of transcription, DNA-dependent;response to chemical stimulus;response to external stimulus;response to stress;transferase activity;zinc ion binding	Protein Kinase
27330	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6	NM_014496	NP_055311.1	ENSG00000072133	chrX:83205940 - 83329563	ATP binding;central nervous system development;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase,  Tumor Suppressor
6198	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	NM_003161	NP_003152.1	ENSG00000108443	chr17:55325327 - 55378931	ATP binding;germ cell development;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase
6199	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2	NM_003952	NP_003943.2	ENSG00000175634	chr11:66952592 - 66959216	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;regulation of progression through cell cycle;signal transduction;transferase activity;translation	TNF_alpha_NF_kB,  Protein Kinase
26750	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	NM_012424	NP_036556.2	ENSG00000136643	chr1:211291369 - 211512600	ATP binding;cell communication;membrane;nucleotide binding;phosphoinositide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase
83694	RPS6KL1	ribosomal protein S6 kinase-like 1	NM_031464	NP_113652.1	ENSG00000198208	chr14:74443004 - 74457997	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;ribonucleoprotein complex;transferase activity	Protein Kinase
388524	RPSAP58	-			ENSG00000168028	chr19:null		Alpha6Beta4 Integrin
6237	RRAS	related RAS viral (r-ras) oncogene homolog	NM_006270	NP_006261.1	ENSG00000126458	chr19:54830644 - 54835167	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;Ras protein signal transduction	Entrez Query:Oncogene
22800	RRAS2	related RAS viral (r-ras) oncogene homolog 2	NM_012250	NP_001096139.1	ENSG00000133818	chr11:14257458 - 14336992	cellular process;endoplasmic reticulum;GTP binding;GTPase activity;intracellular;nucleotide binding;plasma membrane;protein binding;Ras protein signal transduction	Entrez Query:Oncogene
6240	RRM1	ribonucleotide reductase M1 polypeptide	NM_001033	NP_001024.1	ENSG00000167325	chr11:4072818 - 4116189	ATP binding;DNA replication;nucleotide binding;oxidoreductase activity;ribonucleoside-diphosphate reductase activity;ribonucleoside-diphosphate reductase complex	Tumor Suppressor
50484	RRM2B	ribonucleotide reductase M2 B (TP53 inducible)	NM_015713	NP_056528.2	ENSG00000048392	chr8:103289536 - 103320278	deoxyribonucleoside diphosphate metabolic process;deoxyribonucleotide biosynthetic process;DNA repair;DNA replication;iron ion binding;nucleus;oxidoreductase activity;ribonucleoside-diphosphate reductase activity	Stability
51773	RSF1	remodeling and spacing factor 1	NM_016578	NP_057662.3	ENSG00000048649	chr11:77055609 - 77209408	ATPase activity;chromatin remodeling;histone binding;metal ion binding;negative regulation of DNA binding;negative regulation of transcription, DNA-dependent;nucleosome assembly;nucleosome spacing;nucleus;positive regulation of viral transcription;RSF complex;transcription;transcription initiation;transcriptional activator activity;transcriptional repressor activity;zinc ion binding	Entrez Query:Oncogene
51750	RTEL1	regulator of telomere elongation helicase 1	NM_016434, NM_032957	NP_057518.1, NP_116575.2	ENSG00000026036	chr20:61761199 - 61797655	ATP binding;ATP-dependent DNA helicase activity;biological_process;cellular_component;DNA binding;hydrolase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;molecular_function;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;nucleotide binding;nucleus	Stability
57142	RTN4	reticulon 4	NM_207520, NM_020532, NM_153828, NM_007008	NP_997403.1, NP_997404.1, NP_722550.1, NP_008939.1	ENSG00000115310	chr2:55053795 - 55130940	endoplasmic reticulum;integral to endoplasmic reticulum membrane;integral to membrane;membrane;negative regulation of anti-apoptosis;negative regulation of axon extension;nuclear envelope;protein binding;regulation of apoptosis	Tumor Suppressor
861	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	NM_001754, NM_001001890, NM_001122607	NP_001745.2, NP_001001890.1, NP_001116079.1	ENSG00000159216	chr21:35086301 - 35343066	ATP binding;biological_process;cellular_component;chloride ion binding;hemopoiesis;molecular_function;multicellular organismal development;nucleus;positive regulation of angiogenesis;positive regulation of granulocyte differentiation;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcriptional activator activity	Androgen Receptor,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	NM_175634, NM_004349, NM_175636	NP_783552.1, NP_004340.1, NP_783554.1	ENSG00000079102	chr8:93041645 - 93157456	fat cell differentiation;generation of precursor metabolites and energy;metal ion binding;nucleus;protein binding;protein homodimerization activity;regulation of DNA binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcriptional repressor activity;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Translocation
